"DBN","School.Name","Year","Total.Enrollment","Grade.PK","Grade.K","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","X..Female","X..Female.1","X..Male","X..Male.1","X..Asian","X..Asian.1","X..Black","X..Black.1","X..Hispanic","X..Hispanic.1","X..Other","X..Other.1","X..White","X..White.1","X..Students.with.Disabilities","X..Students.with.Disabilities.1","X..English.Language.Learners","X..English.Language.Learners.1","X..Poverty","X..Poverty.1"
"84M335","Harlem Village Academy Leadership Charter School","2013-14",691,0,130,110,0,0,0,72,61,76,74,55,45,35,33,376,"54.4%",315,"45.6%",5,"0.7%",452,"65.4%",220,"31.8%",8,"1.2%",6,"0.9%",100,"14.5%",17,"2.5%",534,"77.3%"
"84M335","Harlem Village Academy Leadership Charter School","2014-15",800,0,121,105,106,0,0,74,64,56,71,71,55,44,33,438,"54.8%",362,"45.2%",2,"0.2%",526,"65.8%",266,"33.3%",3,"0.4%",3,"0.4%",128,"16.0%",31,"3.9%",606,"75.7%"
"84M335","Harlem Village Academy Leadership Charter School","2015-16",909,0,125,111,101,83,0,76,67,65,53,61,70,53,44,476,"52.4%",433,"47.6%",3,"0.3%",590,"64.9%",301,"33.1%",9,"1.0%",6,"0.7%",140,"15.4%",41,"4.5%",697,"76.7%"
"84M336","KIPP Infinity Charter School","2011-12",688,0,102,96,0,0,0,88,83,77,74,65,55,48,0,362,"52.6%",326,"47.4%",5,"0.7%",220,"32.0%",454,"66.0%",4,"0.6%",5,"0.7%",106,"15.4%",60,"8.7%",627,"91.1%"
"84M336","KIPP Infinity Charter School","2012-13",862,0,100,102,99,0,0,89,89,88,68,69,69,40,49,462,"53.6%",400,"46.4%",6,"0.7%",270,"31.3%",575,"66.7%",7,"0.8%",4,"0.5%",146,"16.9%",82,"9.5%",807,"93.6%"
"84M336","KIPP Infinity Charter School","2013-14",1002,0,104,101,109,93,0,94,83,92,87,71,75,46,47,524,"52.3%",478,"47.7%",5,"0.5%",299,"29.8%",683,"68.2%",8,"0.8%",7,"0.7%",188,"18.8%",115,"11.5%",931,"92.9%"
"84M336","KIPP Infinity Charter School","2014-15",1082,0,105,103,104,100,92,97,91,80,91,42,74,54,49,553,"51.1%",529,"48.9%",3,"0.3%",316,"29.2%",748,"69.1%",6,"0.6%",9,"0.8%",229,"21.2%",131,"12.1%",927,"85.7%"
"84M336","KIPP Infinity Charter School","2015-16",1145,0,103,101,102,97,99,93,95,91,78,87,83,58,58,585,"51.1%",560,"48.9%",5,"0.4%",339,"29.6%",783,"68.4%",6,"0.5%",12,"1.0%",244,"21.3%",133,"11.6%",974,"85.1%"
"84M337","New York Center for Autism Charter School","2011-12",34,0,5,3,0,3,5,6,4,4,2,0,2,0,0,5,"14.7%",29,"85.3%",3,"8.8%",6,"17.6%",6,"17.6%",0,"0.0%",19,"55.9%",34,"100.0%",1,"2.9%",9,"26.5%"
"84M337","New York Center for Autism Charter School","2012-13",33,0,2,5,3,0,2,5,6,4,5,0,1,0,0,5,"15.2%",28,"84.8%",4,"12.1%",5,"15.2%",7,"21.2%",0,"0.0%",17,"51.5%",32,"97.0%",1,"3.0%",9,"27.3%"
"84M337","New York Center for Autism Charter School","2013-14",32,0,1,2,5,1,0,2,5,6,9,0,1,0,0,5,"15.6%",27,"84.4%",4,"12.5%",3,"9.4%",8,"25.0%",0,"0.0%",17,"53.1%",32,"100.0%",1,"3.1%",28,"87.5%"
"84M337","New York Center for Autism Charter School","2014-15",32,0,1,3,1,3,2,0,2,5,6,4,1,3,1,6,"18.8%",26,"81.3%",4,"12.5%",4,"12.5%",8,"25.0%",0,"0.0%",16,"50.0%",32,"100.0%",1,"3.1%",25,"78.1%"
"84M337","New York Center for Autism Charter School","2015-16",32,0,2,2,2,1,3,2,0,1,5,6,4,0,4,6,"18.8%",26,"81.3%",4,"12.5%",4,"12.5%",10,"31.3%",0,"0.0%",14,"43.8%",32,"100.0%",1,"3.1%",25,"78.1%"
"84M341","Harlem Children's Zone Promise Academy II Charter","2011-12",555,0,94,76,81,91,68,76,35,34,0,0,0,0,0,279,"50.3%",276,"49.7%",3,"0.5%",461,"83.1%",74,"13.3%",13,"2.3%",4,"0.7%",84,"15.1%",26,"4.7%",430,"77.5%"
"84M341","Harlem Children's Zone Promise Academy II Charter","2012-13",593,0,76,83,69,72,85,64,74,36,34,0,0,0,0,305,"51.4%",288,"48.6%",3,"0.5%",492,"83.0%",80,"13.5%",15,"2.5%",3,"0.5%",92,"15.5%",35,"5.9%",447,"75.4%"
"84M341","Harlem Children's Zone Promise Academy II Charter","2013-14",664,0,72,78,80,69,69,73,71,77,40,35,0,0,0,349,"52.6%",315,"47.4%",3,"0.5%",560,"84.3%",81,"12.2%",17,"2.6%",3,"0.5%",121,"18.2%",29,"4.4%",523,"78.8%"
"84M341","Harlem Children's Zone Promise Academy II Charter","2014-15",797,0,97,88,80,74,81,74,76,76,76,38,37,0,0,411,"51.6%",386,"48.4%",2,"0.3%",675,"84.7%",101,"12.7%",15,"1.9%",4,"0.5%",126,"15.8%",27,"3.4%",686,"86.1%"
"84M341","Harlem Children's Zone Promise Academy II Charter","2015-16",892,0,94,89,89,83,83,74,88,80,75,79,28,30,0,454,"50.9%",438,"49.1%",3,"0.3%",747,"83.7%",120,"13.5%",18,"2.0%",4,"0.4%",125,"14.0%",29,"3.3%",678,"76.0%"
"84M350","Democracy Prep Charter School","2011-12",607,0,0,0,0,0,0,0,116,114,129,122,74,52,0,341,"56.2%",266,"43.8%",2,"0.3%",446,"73.5%",151,"24.9%",8,"1.3%",0,"0.0%",70,"11.5%",28,"4.6%",482,"79.4%"
"84M350","Democracy Prep Charter School","2012-13",694,0,0,0,0,0,0,0,118,118,115,122,113,60,48,391,"56.3%",303,"43.7%",5,"0.7%",499,"71.9%",173,"24.9%",16,"2.3%",1,"0.1%",104,"15.0%",29,"4.2%",556,"80.1%"
"84M350","Democracy Prep Charter School","2013-14",722,0,0,0,0,0,0,0,123,109,115,124,123,80,48,396,"54.8%",326,"45.2%",6,"0.8%",504,"69.8%",199,"27.6%",11,"1.5%",2,"0.3%",133,"18.4%",33,"4.6%",425,"58.9%"
"84M350","Democracy Prep Charter School","2014-15",737,0,0,0,0,0,0,0,107,114,123,122,96,108,67,385,"52.2%",352,"47.8%",6,"0.8%",509,"69.1%",203,"27.5%",15,"2.0%",4,"0.5%",122,"16.6%",27,"3.7%",552,"74.9%"
"84M350","Democracy Prep Charter School","2015-16",720,0,0,0,0,0,0,0,106,116,112,104,111,85,86,366,"50.8%",354,"49.2%",7,"1.0%",483,"67.1%",212,"29.4%",13,"1.8%",5,"0.7%",121,"16.8%",19,"2.6%",551,"76.5%"
"84M351","Success Academy Charter School - Harlem 1","2011-12",746,0,94,125,186,136,113,53,39,0,0,0,0,0,0,370,"49.6%",376,"50.4%",2,"0.3%",597,"80.0%",125,"16.8%",9,"1.2%",13,"1.7%",106,"14.2%",37,"5.0%",598,"80.2%"
"84M351","Success Academy Charter School - Harlem 1","2012-13",763,0,85,94,119,162,123,97,46,37,0,0,0,0,0,377,"49.4%",386,"50.6%",3,"0.4%",605,"79.3%",130,"17.0%",12,"1.6%",13,"1.7%",96,"12.6%",31,"4.1%",627,"82.2%"
"84M351","Success Academy Charter School - Harlem 1","2013-14",915,0,112,128,118,127,150,111,84,52,33,0,0,0,0,457,"49.9%",458,"50.1%",8,"0.9%",688,"75.2%",173,"18.9%",30,"3.3%",16,"1.7%",131,"14.3%",31,"3.4%",746,"81.5%"
"84M351","Success Academy Charter School - Harlem 1","2014-15",930,0,93,110,129,127,99,137,88,77,44,26,0,0,0,469,"50.4%",461,"49.6%",11,"1.2%",686,"73.8%",187,"20.1%",30,"3.2%",16,"1.7%",146,"15.7%",32,"3.4%",704,"75.7%"
"84M351","Success Academy Charter School - Harlem 1","2015-16",1170,36,90,97,118,127,114,85,124,80,234,45,20,0,0,606,"51.8%",564,"48.2%",11,"0.9%",863,"73.8%",248,"21.2%",31,"2.6%",17,"1.5%",152,"13.0%",33,"2.8%",803,"68.6%"
"84M353","New Heights Academy Charter School","2011-12",771,0,0,0,0,0,0,96,96,96,96,94,97,92,104,398,"51.6%",373,"48.4%",0,"0.0%",65,"8.4%",705,"91.4%",1,"0.1%",0,"0.0%",107,"13.9%",158,"20.5%",701,"90.9%"
"84M353","New Heights Academy Charter School","2012-13",758,0,0,0,0,0,0,97,97,98,97,101,84,92,92,411,"54.2%",347,"45.8%",0,"0.0%",60,"7.9%",696,"91.8%",1,"0.1%",1,"0.1%",95,"12.5%",154,"20.3%",726,"95.8%"
"84M353","New Heights Academy Charter School","2013-14",745,0,0,0,0,0,0,99,99,99,101,98,88,76,85,399,"53.6%",346,"46.4%",0,"0.0%",54,"7.2%",686,"92.1%",2,"0.3%",3,"0.4%",83,"11.1%",133,"17.9%",710,"95.3%"
"84M353","New Heights Academy Charter School","2014-15",737,0,0,0,0,0,0,101,99,103,101,103,81,88,61,398,"54.0%",339,"46.0%",0,"0.0%",37,"5.0%",698,"94.7%",0,"0.0%",2,"0.3%",87,"11.8%",85,"11.5%",713,"96.7%"
"84M353","New Heights Academy Charter School","2015-16",759,0,0,0,0,0,0,94,101,95,100,108,98,74,89,417,"54.9%",342,"45.1%",0,"0.0%",31,"4.1%",726,"95.7%",0,"0.0%",2,"0.3%",90,"11.9%",81,"10.7%",687,"90.5%"
"84M382","DREAM Charter School","2011-12",248,0,54,51,54,58,31,0,0,0,0,0,0,0,0,108,"43.5%",140,"56.5%",4,"1.6%",89,"35.9%",137,"55.2%",14,"5.6%",4,"1.6%",45,"18.1%",23,"9.3%",219,"88.3%"
"84M382","DREAM Charter School","2012-13",293,0,51,49,51,52,50,40,0,0,0,0,0,0,0,130,"44.4%",163,"55.6%",7,"2.4%",102,"34.8%",174,"59.4%",6,"2.0%",4,"1.4%",54,"18.4%",34,"11.6%",251,"85.7%"
"84M382","DREAM Charter School","2013-14",343,0,50,49,49,48,50,50,47,0,0,0,0,0,0,157,"45.8%",186,"54.2%",7,"2.0%",118,"34.4%",204,"59.5%",9,"2.6%",5,"1.5%",86,"25.1%",27,"7.9%",280,"81.6%"
"84M382","DREAM Charter School","2014-15",390,0,49,50,48,46,49,50,48,50,0,0,0,0,0,179,"45.9%",211,"54.1%",5,"1.3%",129,"33.1%",242,"62.1%",10,"2.6%",4,"1.0%",93,"23.8%",33,"8.5%",347,"89.0%"
"84M382","DREAM Charter School","2015-16",492,37,50,52,53,50,52,50,51,50,47,0,0,0,0,226,"45.9%",266,"54.1%",6,"1.2%",157,"31.9%",321,"65.2%",4,"0.8%",4,"0.8%",117,"23.8%",29,"5.9%",346,"70.3%"
"84M384","Success Academy Charter School - Harlem 2","2011-12",631,0,122,145,149,144,71,0,0,0,0,0,0,0,0,320,"50.7%",311,"49.3%",8,"1.3%",490,"77.7%",128,"20.3%",2,"0.3%",3,"0.5%",66,"10.5%",40,"6.3%",497,"78.8%"
"84M384","Success Academy Charter School - Harlem 2","2012-13",674,0,85,113,159,136,117,64,0,0,0,0,0,0,0,344,"51.0%",330,"49.0%",9,"1.3%",521,"77.3%",133,"19.7%",7,"1.0%",4,"0.6%",90,"13.4%",40,"5.9%",532,"78.9%"
"84M384","Success Academy Charter School - Harlem 2","2013-14",750,0,110,99,120,139,119,106,57,0,0,0,0,0,0,394,"52.5%",356,"47.5%",10,"1.3%",552,"73.6%",174,"23.2%",7,"0.9%",7,"0.9%",90,"12.0%",35,"4.7%",605,"80.7%"
"84M384","Success Academy Charter School - Harlem 2","2014-15",742,0,118,116,94,121,102,102,89,0,0,0,0,0,0,396,"53.4%",346,"46.6%",11,"1.5%",542,"73.0%",171,"23.0%",7,"0.9%",11,"1.5%",87,"11.7%",33,"4.4%",601,"81.0%"
"84M384","Success Academy Charter School - Harlem 2","2015-16",821,0,119,123,118,116,81,89,89,86,0,0,0,0,0,433,"52.7%",388,"47.3%",11,"1.3%",602,"73.3%",191,"23.3%",8,"1.0%",9,"1.1%",103,"12.5%",29,"3.5%",617,"75.2%"
"84M385","Success Academy Charter School - Harlem 3","2011-12",625,0,86,165,159,147,68,0,0,0,0,0,0,0,0,308,"49.3%",317,"50.7%",3,"0.5%",403,"64.5%",192,"30.7%",11,"1.8%",16,"2.6%",98,"15.7%",40,"6.4%",506,"81.0%"
"84M385","Success Academy Charter School - Harlem 3","2012-13",632,0,57,97,139,138,124,77,0,0,0,0,0,0,0,319,"50.5%",313,"49.5%",3,"0.5%",406,"64.2%",196,"31.0%",12,"1.9%",15,"2.4%",82,"13.0%",45,"7.1%",518,"82.0%"
"84M385","Success Academy Charter School - Harlem 3","2013-14",670,0,88,64,110,116,119,104,69,0,0,0,0,0,0,341,"50.9%",329,"49.1%",3,"0.4%",422,"63.0%",213,"31.8%",15,"2.2%",17,"2.5%",93,"13.9%",44,"6.6%",541,"80.7%"
"84M385","Success Academy Charter School - Harlem 3","2014-15",799,0,87,84,82,117,100,111,105,113,0,0,0,0,0,416,"52.1%",383,"47.9%",8,"1.0%",496,"62.1%",260,"32.5%",17,"2.1%",18,"2.3%",88,"11.0%",25,"3.1%",607,"76.0%"
"84M385","Success Academy Charter School - Harlem 3","2015-16",777,0,88,90,90,93,108,100,104,103,1,0,0,0,0,400,"51.5%",377,"48.5%",9,"1.2%",471,"60.6%",261,"33.6%",18,"2.3%",18,"2.3%",93,"12.0%",29,"3.7%",442,"56.9%"
"84M386","Success Academy Charter School - Harlem 4","2011-12",399,0,82,81,90,91,55,0,0,0,0,0,0,0,0,201,"50.4%",198,"49.6%",3,"0.8%",297,"74.4%",79,"19.8%",11,"2.8%",9,"2.3%",68,"17.0%",30,"7.5%",316,"79.2%"
"84M386","Success Academy Charter School - Harlem 4","2012-13",471,0,82,87,88,79,81,54,0,0,0,0,0,0,0,232,"49.3%",239,"50.7%",5,"1.1%",333,"70.7%",104,"22.1%",13,"2.8%",16,"3.4%",86,"18.3%",37,"7.9%",385,"81.7%"
"84M386","Success Academy Charter School - Harlem 4","2013-14",575,0,96,94,98,87,74,71,55,0,0,0,0,0,0,287,"49.9%",288,"50.1%",7,"1.2%",395,"68.7%",139,"24.2%",15,"2.6%",19,"3.3%",88,"15.3%",29,"5.0%",435,"75.7%"
"84M386","Success Academy Charter School - Harlem 4","2014-15",614,0,92,85,95,92,64,62,70,54,0,0,0,0,0,311,"50.7%",303,"49.3%",7,"1.1%",416,"67.8%",163,"26.5%",11,"1.8%",17,"2.8%",80,"13.0%",33,"5.4%",476,"77.5%"
"84M386","Success Academy Charter School - Harlem 4","2015-16",611,0,85,84,85,84,78,63,64,68,0,0,0,0,0,303,"49.6%",308,"50.4%",8,"1.3%",403,"66.0%",173,"28.3%",10,"1.6%",17,"2.8%",78,"12.8%",33,"5.4%",418,"68.4%"
"84M388","St. HOPE Leadership Academy Charter School","2011-12",286,0,0,0,0,0,0,88,73,60,65,0,0,0,0,135,"47.2%",151,"52.8%",1,"0.3%",214,"74.8%",67,"23.4%",1,"0.3%",3,"1.0%",50,"17.5%",23,"8.0%",244,"85.3%"
"84M388","St. HOPE Leadership Academy Charter School","2012-13",302,0,0,0,0,0,0,89,88,73,52,0,0,0,0,148,"49.0%",154,"51.0%",1,"0.3%",216,"71.5%",81,"26.8%",1,"0.3%",3,"1.0%",54,"17.9%",28,"9.3%",272,"90.1%"
"84M388","St. HOPE Leadership Academy Charter School","2013-14",298,0,0,0,0,0,0,66,84,80,68,0,0,0,0,150,"50.3%",148,"49.7%",1,"0.3%",201,"67.4%",91,"30.5%",5,"1.7%",0,"0.0%",58,"19.5%",27,"9.1%",279,"93.6%"
"84M388","St. HOPE Leadership Academy Charter School","2014-15",277,0,0,0,0,0,0,41,76,84,76,0,0,0,0,143,"51.6%",134,"48.4%",1,"0.4%",199,"71.8%",70,"25.3%",5,"1.8%",2,"0.7%",49,"17.7%",24,"8.7%",277,"100.0%"
"84M388","St. HOPE Leadership Academy Charter School","2015-16",299,0,0,0,0,0,0,0,117,106,76,0,0,0,0,152,"50.8%",147,"49.2%",3,"1.0%",196,"65.6%",88,"29.4%",10,"3.3%",2,"0.7%",70,"23.4%",28,"9.4%",265,"88.6%"
"84M430","The Equity Project Charter School (TEP)","2011-12",364,0,0,0,0,0,0,125,125,114,0,0,0,0,0,179,"49.2%",185,"50.8%",2,"0.5%",41,"11.3%",320,"87.9%",0,"0.0%",1,"0.3%",75,"20.6%",91,"25.0%",325,"89.3%"
"84M430","The Equity Project Charter School (TEP)","2012-13",479,0,0,0,0,0,0,125,123,124,107,0,0,0,0,238,"49.7%",241,"50.3%",0,"0.0%",46,"9.6%",427,"89.1%",1,"0.2%",5,"1.0%",100,"20.9%",100,"20.9%",423,"88.3%"
"84M430","The Equity Project Charter School (TEP)","2013-14",487,0,0,0,0,0,0,124,123,123,117,0,0,0,0,243,"49.9%",244,"50.1%",1,"0.2%",40,"8.2%",439,"90.1%",1,"0.2%",6,"1.2%",90,"18.5%",100,"20.5%",443,"91.0%"
"84M430","The Equity Project Charter School (TEP)","2014-15",480,0,0,0,0,0,0,122,122,121,115,0,0,0,0,240,"50.0%",240,"50.0%",1,"0.2%",35,"7.3%",439,"91.5%",1,"0.2%",4,"0.8%",94,"19.6%",98,"20.4%",480,"100.0%"
"84M430","The Equity Project Charter School (TEP)","2015-16",479,0,0,0,0,0,0,123,121,122,113,0,0,0,0,256,"53.4%",223,"46.6%",1,"0.2%",27,"5.6%",443,"92.5%",3,"0.6%",5,"1.0%",96,"20.0%",107,"22.3%",422,"88.1%"
"84M433","Renaissance Charter High School for Innovation","2011-12",241,0,0,0,0,0,0,0,0,0,0,125,116,0,0,111,"46.1%",130,"53.9%",2,"0.8%",90,"37.3%",143,"59.3%",4,"1.7%",2,"0.8%",85,"35.3%",15,"6.2%",197,"81.7%"
"84M433","Renaissance Charter High School for Innovation","2012-13",334,0,0,0,0,0,0,0,0,0,0,117,109,108,0,147,"44.0%",187,"56.0%",3,"0.9%",124,"37.1%",201,"60.2%",3,"0.9%",3,"0.9%",111,"33.2%",24,"7.2%",276,"82.6%"
"84M433","Renaissance Charter High School for Innovation","2013-14",435,0,0,0,0,0,0,0,0,0,0,136,124,80,95,190,"43.7%",245,"56.3%",5,"1.1%",169,"38.9%",252,"57.9%",5,"1.1%",4,"0.9%",157,"36.1%",30,"6.9%",363,"83.4%"
"84M433","Renaissance Charter High School for Innovation","2014-15",444,0,0,0,0,0,0,0,0,0,0,113,122,105,104,195,"43.9%",249,"56.1%",6,"1.4%",174,"39.2%",257,"57.9%",4,"0.9%",3,"0.7%",154,"34.7%",39,"8.8%",352,"79.3%"
"84M433","Renaissance Charter High School for Innovation","2015-16",456,0,0,0,0,0,0,0,0,0,0,127,119,109,101,204,"44.7%",252,"55.3%",5,"1.1%",182,"39.9%",260,"57.0%",3,"0.7%",6,"1.3%",165,"36.2%",47,"10.3%",375,"82.2%"
"84M478","Inwood Academy for Leadership Charter School","2011-12",220,0,0,0,0,0,0,107,113,0,0,0,0,0,0,116,"52.7%",104,"47.3%",0,"0.0%",21,"9.5%",191,"86.8%",4,"1.8%",4,"1.8%",43,"19.5%",39,"17.7%",193,"87.7%"
"84M478","Inwood Academy for Leadership Charter School","2012-13",332,0,0,0,0,0,0,107,115,110,0,0,0,0,0,177,"53.3%",155,"46.7%",1,"0.3%",27,"8.1%",298,"89.8%",2,"0.6%",4,"1.2%",68,"20.5%",57,"17.2%",302,"91.0%"
"84M478","Inwood Academy for Leadership Charter School","2013-14",447,0,0,0,0,0,0,110,106,117,114,0,0,0,0,236,"52.8%",211,"47.2%",1,"0.2%",28,"6.3%",408,"91.3%",6,"1.3%",4,"0.9%",86,"19.2%",71,"15.9%",361,"80.8%"
"84M478","Inwood Academy for Leadership Charter School","2014-15",585,0,0,0,0,0,0,108,126,124,128,99,0,0,0,288,"49.2%",297,"50.8%",3,"0.5%",41,"7.0%",531,"90.8%",6,"1.0%",4,"0.7%",117,"20.0%",85,"14.5%",390,"66.7%"
"84M478","Inwood Academy for Leadership Charter School","2015-16",701,0,0,0,0,0,0,104,124,121,127,146,79,0,0,341,"48.6%",360,"51.4%",2,"0.3%",39,"5.6%",649,"92.6%",7,"1.0%",4,"0.6%",139,"19.8%",101,"14.4%",486,"69.3%"
"84M481","Democracy Prep Harlem Charter School","2011-12",227,0,0,0,0,0,0,0,117,110,0,0,0,0,0,110,"48.5%",117,"51.5%",2,"0.9%",158,"69.6%",66,"29.1%",0,"0.0%",1,"0.4%",45,"19.8%",15,"6.6%",193,"85.0%"
"84M481","Democracy Prep Harlem Charter School","2012-13",352,0,0,0,0,0,0,0,123,117,112,0,0,0,0,183,"52.0%",169,"48.0%",2,"0.6%",259,"73.6%",88,"25.0%",0,"0.0%",3,"0.9%",70,"19.9%",21,"6.0%",305,"86.6%"
"84M481","Democracy Prep Harlem Charter School","2013-14",571,0,121,0,0,0,0,0,117,106,117,110,0,0,0,284,"49.7%",287,"50.3%",8,"1.4%",364,"63.7%",176,"30.8%",16,"2.8%",7,"1.2%",93,"16.3%",35,"6.1%",371,"65.0%"
"84M481","Democracy Prep Harlem Charter School","2014-15",778,0,106,123,0,0,0,0,104,120,114,119,92,0,0,399,"51.3%",379,"48.7%",5,"0.6%",511,"65.7%",246,"31.6%",10,"1.3%",6,"0.8%",132,"17.0%",43,"5.5%",495,"63.6%"
"84M481","Democracy Prep Harlem Charter School","2015-16",816,0,68,93,101,0,0,0,95,107,107,106,69,70,0,421,"51.6%",395,"48.4%",7,"0.9%",526,"64.5%",268,"32.8%",10,"1.2%",5,"0.6%",113,"13.8%",46,"5.6%",622,"76.2%"
"84M482","Success Academy Charter School - Harlem 5","2011-12",250,0,61,80,109,0,0,0,0,0,0,0,0,0,0,117,"46.8%",133,"53.2%",1,"0.4%",165,"66.0%",75,"30.0%",8,"3.2%",1,"0.4%",40,"16.0%",24,"9.6%",210,"84.0%"
"84M482","Success Academy Charter School - Harlem 5","2012-13",328,0,78,80,83,87,0,0,0,0,0,0,0,0,0,160,"48.8%",168,"51.2%",4,"1.2%",215,"65.5%",97,"29.6%",11,"3.4%",1,"0.3%",47,"14.3%",32,"9.8%",285,"86.9%"
"84M482","Success Academy Charter School - Harlem 5","2013-14",436,0,91,88,88,93,76,0,0,0,0,0,0,0,0,216,"49.5%",220,"50.5%",4,"0.9%",289,"66.3%",130,"29.8%",11,"2.5%",2,"0.5%",71,"16.3%",42,"9.6%",377,"86.5%"
"84M482","Success Academy Charter School - Harlem 5","2014-15",517,0,88,95,90,91,85,68,0,0,0,0,0,0,0,265,"51.3%",252,"48.7%",5,"1.0%",341,"66.0%",154,"29.8%",14,"2.7%",3,"0.6%",75,"14.5%",37,"7.2%",384,"74.3%"
"84M482","Success Academy Charter School - Harlem 5","2015-16",609,0,93,93,90,89,83,92,69,0,0,0,0,0,0,303,"49.8%",306,"50.2%",6,"1.0%",402,"66.0%",178,"29.2%",17,"2.8%",6,"1.0%",94,"15.4%",34,"5.6%",399,"65.5%"
"84M483","New York French American Charter School","2011-12",193,0,47,74,25,47,0,0,0,0,0,0,0,0,0,98,"50.8%",95,"49.2%",8,"4.1%",126,"65.3%",30,"15.5%",6,"3.1%",23,"11.9%",21,"10.9%",18,"9.3%",80,"41.5%"
"84M483","New York French American Charter School","2012-13",215,0,48,43,62,24,38,0,0,0,0,0,0,0,0,111,"51.6%",104,"48.4%",6,"2.8%",134,"62.3%",33,"15.3%",5,"2.3%",37,"17.2%",27,"12.6%",38,"17.7%",120,"55.8%"
"84M483","New York French American Charter School","2013-14",244,0,42,51,42,49,25,35,0,0,0,0,0,0,0,125,"51.2%",119,"48.8%",1,"0.4%",159,"65.2%",34,"13.9%",10,"4.1%",40,"16.4%",33,"13.5%",58,"23.8%",160,"65.6%"
"84M483","New York French American Charter School","2014-15",253,0,44,47,47,49,45,21,0,0,0,0,0,0,0,134,"53.0%",119,"47.0%",2,"0.8%",163,"64.4%",38,"15.0%",10,"4.0%",40,"15.8%",35,"13.8%",58,"22.9%",179,"70.8%"
"84M483","New York French American Charter School","2015-16",248,0,38,49,41,41,44,35,0,0,0,0,0,0,0,135,"54.4%",113,"45.6%",2,"0.8%",162,"65.3%",35,"14.1%",16,"6.5%",33,"13.3%",25,"10.1%",39,"15.7%",175,"70.6%"
"84M518","East Harlem Scholars Academy Charter School","2011-12",108,0,56,52,0,0,0,0,0,0,0,0,0,0,0,42,"38.9%",66,"61.1%",0,"0.0%",48,"44.4%",58,"53.7%",1,"0.9%",1,"0.9%",22,"20.4%",13,"12.0%",98,"90.7%"
"84M518","East Harlem Scholars Academy Charter School","2012-13",168,0,55,58,55,0,0,0,0,0,0,0,0,0,0,69,"41.1%",99,"58.9%",2,"1.2%",64,"38.1%",93,"55.4%",6,"3.6%",3,"1.8%",38,"22.6%",20,"11.9%",119,"70.8%"
"84M518","East Harlem Scholars Academy Charter School","2013-14",225,0,55,56,63,51,0,0,0,0,0,0,0,0,0,87,"38.7%",138,"61.3%",1,"0.4%",73,"32.4%",138,"61.3%",10,"4.4%",3,"1.3%",66,"29.3%",37,"16.4%",182,"80.9%"
"84M518","East Harlem Scholars Academy Charter School","2014-15",279,0,56,56,56,57,54,0,0,0,0,0,0,0,0,126,"45.2%",153,"54.8%",2,"0.7%",89,"31.9%",173,"62.0%",11,"3.9%",4,"1.4%",75,"26.9%",42,"15.1%",234,"83.9%"
"84M518","East Harlem Scholars Academy Charter School","2015-16",320,0,51,53,56,57,53,50,0,0,0,0,0,0,0,150,"46.9%",170,"53.1%",2,"0.6%",92,"28.7%",206,"64.4%",14,"4.4%",6,"1.9%",78,"24.4%",28,"8.7%",235,"73.4%"
"84M522","Broome Street Academy Charter School","2011-12",120,0,0,0,0,0,0,0,0,0,0,120,0,0,0,60,"50.0%",60,"50.0%",2,"1.7%",65,"54.2%",46,"38.3%",2,"1.7%",5,"4.2%",46,"38.3%",8,"6.7%",96,"80.0%"
"84M522","Broome Street Academy Charter School","2012-13",201,0,0,0,0,0,0,0,0,0,0,115,86,0,0,107,"53.2%",94,"46.8%",3,"1.5%",129,"64.2%",63,"31.3%",4,"2.0%",2,"1.0%",62,"30.8%",8,"4.0%",165,"82.1%"
"84M522","Broome Street Academy Charter School","2013-14",268,0,0,0,0,0,0,0,0,0,0,199,69,0,0,127,"47.4%",141,"52.6%",4,"1.5%",169,"63.1%",84,"31.3%",7,"2.6%",4,"1.5%",90,"33.6%",10,"3.7%",235,"87.7%"
"84M522","Broome Street Academy Charter School","2014-15",343,0,0,0,0,0,0,0,0,0,0,138,90,78,37,181,"52.8%",162,"47.2%",3,"0.9%",212,"61.8%",110,"32.1%",14,"4.1%",4,"1.2%",86,"25.1%",12,"3.5%",268,"78.1%"
"84M522","Broome Street Academy Charter School","2015-16",324,0,0,0,0,0,0,0,0,0,0,96,83,66,79,176,"54.3%",148,"45.7%",3,"0.9%",198,"61.1%",102,"31.5%",17,"5.2%",4,"1.2%",77,"23.8%",9,"2.8%",245,"75.6%"
"84M523","Success Academy Charter School - Upper West","2011-12",168,0,113,55,0,0,0,0,0,0,0,0,0,0,0,82,"48.8%",86,"51.2%",2,"1.2%",104,"61.9%",27,"16.1%",3,"1.8%",32,"19.0%",27,"16.1%",15,"8.9%",67,"39.9%"
"84M523","Success Academy Charter School - Upper West","2012-13",248,0,80,111,57,0,0,0,0,0,0,0,0,0,0,117,"47.2%",131,"52.8%",8,"3.2%",57,"23.0%",80,"32.3%",19,"7.7%",84,"33.9%",45,"18.1%",15,"6.0%",75,"30.2%"
